Просмотры,Время просмотра (часы),Поделились,Постоянные зрители,Новые комментарии,Отказались от подписки,Новые подписчики,Новые зрители,Среднее число просмотров одним пользователем,Уникальные зрители,CTR для значков видео (%),Показы,Подписчики,Средний процент просмотра (%),Процент лайков,Средняя продолжительность просмотра,Дизлайки,Лайки
238.0,9.0205,1.0,52.0,0.0,1.0,2.0,84.0,1.75,136.0,4.64,2693.0,1.0,26.19,100.0,136.44453781512604,0.0,3.0
196.0,7.832,1.0,44.0,0.0,5.0,2.0,85.0,1.5194,129.0,2.42,3558.0,-3.0,28.79,100.0,143.8530612244898,0.0,7.0
175.0,6.6959,1.0,39.0,1.0,4.0,0.0,94.0,1.3158,133.0,3.52,2247.0,-4.0,24.35,100.0,137.74422857142858,0.0,2.0
198.0,7.798,7.0,32.0,0.0,3.0,4.0,90.0,1.623,122.0,3.81,3336.0,1.0,25.76,100.0,141.78181818181818,0.0,6.0
146.0,4.8965,2.0,21.0,0.0,0.0,2.0,70.0,1.6044,91.0,2.83,2648.0,2.0,20.64,100.0,120.73561643835615,0.0,4.0
177.0,8.1144,0.0,33.0,0.0,0.0,1.0,79.0,1.5804,112.0,3.52,2757.0,1.0,26.95,100.0,165.0386440677966,0.0,8.0
256.0,8.7878,3.0,44.0,1.0,4.0,2.0,87.0,1.9542,131.0,5.13,2494.0,-2.0,23.2,33.33,123.5784375,2.0,1.0
230.0,9.8112,0.0,44.0,0.0,3.0,1.0,96.0,1.6429,140.0,5.35,2074.0,-2.0,26.63,66.67,153.56660869565218,1.0,2.0
233.0,11.9779,6.0,42.0,0.0,1.0,0.0,84.0,1.8492,126.0,3.97,2849.0,-1.0,35.16,0.0,185.0662660944206,1.0,-1.0
179.0,6.5336,0.0,43.0,0.0,2.0,1.0,76.0,1.5042,119.0,4.75,1938.0,-1.0,23.56,100.0,131.40201117318435,0.0,2.0
198.0,8.6154,1.0,46.0,0.0,4.0,3.0,88.0,1.4776,134.0,4.99,2166.0,-1.0,27.1,100.0,156.64363636363635,0.0,6.0
232.0,11.662,1.0,34.0,0.0,0.0,2.0,83.0,1.9829,117.0,4.94,2511.0,2.0,33.32,83.33,180.96206896551726,1.0,5.0
192.0,8.2397,1.0,42.0,0.0,0.0,0.0,75.0,1.641,117.0,3.68,2448.0,0.0,26.19,66.67,154.494375,2.0,4.0
224.0,8.0259,1.0,40.0,0.0,1.0,0.0,106.0,1.5342,146.0,4.78,2446.0,-1.0,23.68,87.5,128.98767857142857,1.0,7.0
292.0,13.1166,1.0,59.0,0.0,3.0,0.0,93.0,1.9211,152.0,3.74,3826.0,-3.0,30.53,100.0,161.71150684931507,0.0,2.0
330.0,13.4327,6.0,75.0,0.0,3.0,4.0,115.0,1.7368,190.0,2.99,5078.0,1.0,27.16,100.0,146.53854545454547,0.0,12.0
608.0,22.4498,3.0,120.0,0.0,2.0,1.0,168.0,2.1111,288.0,5.81,6148.0,-1.0,25.78,100.0,132.92644736842104,0.0,10.0
613.0,24.2891,3.0,98.0,0.0,1.0,5.0,162.0,2.3577,260.0,5.14,6110.0,4.0,27.76,100.0,142.64398042414356,0.0,17.0
341.0,15.5839,7.0,77.0,0.0,3.0,4.0,119.0,1.7398,196.0,5.05,3704.0,1.0,29.96,100.0,164.52211143695015,0.0,8.0
484.0,17.4006,1.0,123.0,0.0,1.0,4.0,173.0,1.6351,296.0,5.62,4341.0,3.0,23.5,77.78,129.42595041322315,2.0,7.0
821.0,26.9915,9.0,179.0,0.0,4.0,3.0,227.0,2.0222,406.0,5.43,7086.0,-1.0,22.93,100.0,118.35493300852617,0.0,3.0
683.0,25.0692,4.0,176.0,0.0,2.0,2.0,236.0,1.6578,412.0,6.92,4767.0,0.0,24.4,83.33,132.13633967789164,2.0,10.0
925.0,37.1644,5.0,206.0,1.0,3.0,2.0,294.0,1.85,500.0,6.27,7463.0,-1.0,25.82,100.0,144.63982702702702,0.0,21.0
1118.0,41.0961,4.0,262.0,1.0,7.0,3.0,327.0,1.8981,589.0,5.76,9736.0,-4.0,24.86,100.0,132.3309123434705,0.0,48.0
1282.0,44.3627,7.0,290.0,0.0,2.0,12.0,364.0,1.9602,654.0,6.03,11014.0,10.0,22.89,95.83,124.57544461778471,1.0,23.0
696.0,26.15,0.0,192.0,0.0,4.0,4.0,222.0,1.6812,414.0,5.87,5924.0,0.0,24.84,94.74,135.25862068965517,1.0,18.0
1182.0,42.0129,3.0,254.0,0.0,4.0,4.0,359.0,1.9282,613.0,6.82,8827.0,0.0,24.33,100.0,127.95807106598986,0.0,12.0
1337.0,49.2323,8.0,302.0,0.0,3.0,6.0,401.0,1.9018,703.0,6.32,10847.0,3.0,24.2,96.55,132.5626626776365,1.0,28.0
1751.0,63.6856,13.0,354.0,1.0,1.0,10.0,477.0,2.1071,831.0,6.46,13825.0,9.0,24.13,96.77,130.9355568246716,2.0,60.0
1728.0,61.538,7.0,402.0,2.0,5.0,5.0,558.0,1.8,960.0,5.84,14849.0,0.0,24.02,71.43,128.20416666666665,4.0,10.0
2017.0,72.8644,9.0,442.0,0.0,3.0,6.0,526.0,2.0837,968.0,4.82,21576.0,3.0,24.94,87.5,130.05049082796234,4.0,28.0
2200.0,82.6707,10.0,463.0,0.0,1.0,7.0,640.0,1.9946,1103.0,6.11,17243.0,6.0,26.09,98.21,135.27932727272724,1.0,55.0
1636.0,67.3136,5.0,327.0,0.0,0.0,4.0,420.0,2.1901,747.0,4.44,16589.0,4.0,28.04,100.0,148.12283618581907,0.0,41.0
1754.0,66.5973,15.0,361.0,0.0,1.0,9.0,531.0,1.9664,892.0,5.19,15871.0,8.0,25.09,100.0,136.6877309007982,0.0,25.0
1607.0,65.5416,9.0,376.0,0.0,3.0,9.0,527.0,1.7796,903.0,5.07,15179.0,6.0,27.04,90.0,146.82623522090853,3.0,27.0
1802.0,70.4644,9.0,391.0,1.0,2.0,5.0,516.0,1.9868,907.0,5.36,17644.0,3.0,25.51,89.47,140.77238623751387,4.0,34.0
1862.0,69.3226,11.0,385.0,0.0,4.0,11.0,576.0,1.9376,961.0,6.2,15013.0,7.0,25.03,97.14,134.02865735767992,1.0,34.0
1957.0,72.6399,13.0,418.0,1.0,5.0,6.0,590.0,1.9415,1008.0,6.39,15874.0,1.0,25.26,89.29,133.62475217169137,3.0,25.0
1360.0,51.5114,7.0,274.0,0.0,2.0,9.0,397.0,2.0268,671.0,5.0,13084.0,7.0,25.48,91.3,136.35370588235295,2.0,21.0
1025.0,39.2391,7.0,212.0,0.0,2.0,6.0,306.0,1.9788,518.0,5.89,8289.0,4.0,26.98,91.3,137.8153756097561,2.0,21.0
1367.0,54.0136,12.0,291.0,0.0,3.0,8.0,375.0,2.0526,666.0,6.1,10565.0,5.0,27.52,94.44,142.2450329188003,1.0,17.0
1637.0,55.5398,22.0,351.0,0.0,1.0,3.0,457.0,2.026,808.0,6.38,11733.0,2.0,23.0,93.33,122.14006108735492,1.0,14.0
1322.0,50.5142,11.0,308.0,3.0,0.0,5.0,441.0,1.765,749.0,6.29,10486.0,5.0,25.01,92.86,137.55757942511346,1.0,13.0
1564.0,62.0414,10.0,287.0,0.0,0.0,8.0,473.0,2.0579,760.0,5.6,13915.0,8.0,25.71,95.83,142.8062915601023,1.0,23.0
1501.0,59.2962,7.0,326.0,1.0,2.0,8.0,466.0,1.8952,792.0,6.2,12638.0,6.0,25.35,81.82,142.21606928714192,2.0,9.0
1389.0,53.4419,5.0,302.0,6.0,3.0,7.0,440.0,1.872,742.0,5.75,12170.0,4.0,24.87,92.31,138.51032397408207,2.0,24.0
889.0,33.148,6.0,188.0,0.0,0.0,4.0,293.0,1.8482,481.0,5.68,7869.0,4.0,24.82,100.0,134.2326209223847,0.0,14.0
1232.0,42.3399,7.0,231.0,1.0,2.0,9.0,366.0,2.0637,597.0,6.75,8621.0,7.0,22.9,96.0,123.72048701298702,1.0,24.0
1376.0,49.5298,6.0,259.0,1.0,2.0,7.0,413.0,2.0476,672.0,5.18,11103.0,5.0,24.32,100.0,129.58377906976744,0.0,22.0
1534.0,62.7927,13.0,282.0,2.0,5.0,11.0,474.0,2.0291,756.0,5.91,12005.0,6.0,27.21,91.3,147.36226857887874,2.0,21.0
1179.0,46.4446,5.0,259.0,1.0,0.0,5.0,417.0,1.7441,676.0,5.8,10066.0,5.0,25.43,91.67,141.81557251908396,1.0,11.0
1276.0,42.1358,17.0,270.0,0.0,1.0,6.0,420.0,1.8493,690.0,6.43,8907.0,5.0,22.39,93.75,118.87843260188089,2.0,30.0
1405.0,52.0835,22.0,269.0,0.0,2.0,7.0,460.0,1.9273,729.0,4.9,13332.0,5.0,24.61,100.0,133.452384341637,0.0,39.0
852.0,32.3317,8.0,167.0,0.0,4.0,9.0,282.0,1.8976,449.0,4.65,8773.0,5.0,25.12,96.55,136.61281690140845,1.0,28.0
944.0,32.2307,6.0,197.0,0.0,0.0,7.0,311.0,1.8583,508.0,5.75,8186.0,7.0,23.19,88.89,122.91368644067795,3.0,24.0
1235.0,38.2461,10.0,244.0,1.0,1.0,4.0,473.0,1.7225,717.0,6.38,8913.0,3.0,20.94,100.0,111.48660728744939,0.0,27.0
1130.0,38.0672,11.0,244.0,0.0,4.0,7.0,422.0,1.6967,666.0,6.22,8453.0,3.0,22.1,95.24,121.2760353982301,1.0,20.0
1211.0,42.1639,7.0,255.0,1.0,3.0,11.0,433.0,1.7602,688.0,6.02,9083.0,8.0,22.76,91.3,125.34272502064408,2.0,21.0
1127.0,41.2286,13.0,273.0,1.0,1.0,5.0,407.0,1.6574,680.0,6.4,8498.0,4.0,23.17,95.0,131.69739130434783,1.0,19.0
1376.0,55.3208,7.0,253.0,1.0,2.0,6.0,447.0,1.9657,700.0,5.19,12659.0,4.0,27.0,95.24,144.7346511627907,2.0,40.0
751.0,27.5927,2.0,173.0,0.0,2.0,5.0,259.0,1.7384,432.0,5.74,5571.0,3.0,25.47,100.0,132.2686018641811,0.0,14.0
784.0,28.1786,9.0,164.0,2.0,0.0,3.0,281.0,1.7618,445.0,6.11,6608.0,3.0,23.32,100.0,129.39153061224488,0.0,-6.0
1041.0,37.4954,10.0,213.0,1.0,2.0,6.0,362.0,1.8104,575.0,6.13,7484.0,4.0,24.03,92.86,129.66708933717575,1.0,13.0
1036.0,37.3766,7.0,221.0,1.0,2.0,10.0,364.0,1.7709,585.0,6.24,8078.0,8.0,23.57,91.67,129.88007722007723,1.0,11.0
1087.0,42.743,9.0,225.0,0.0,3.0,3.0,412.0,1.7064,637.0,5.32,9457.0,0.0,26.01,100.0,141.55915363385466,0.0,5.0
1226.0,41.9455,5.0,255.0,0.0,1.0,5.0,383.0,1.9216,638.0,6.39,7994.0,4.0,22.48,100.0,123.16786296900491,0.0,41.0
1231.0,44.1127,3.0,244.0,2.0,1.0,6.0,440.0,1.7997,684.0,5.78,9839.0,5.0,24.32,88.89,129.00545897644193,2.0,16.0
758.0,28.0656,4.0,142.0,0.0,2.0,4.0,240.0,1.9843,382.0,3.72,9113.0,2.0,26.28,100.0,133.2930870712401,0.0,9.0
814.0,31.0632,5.0,167.0,0.0,4.0,7.0,302.0,1.7356,469.0,6.0,6836.0,3.0,25.73,100.0,137.3802457002457,0.0,18.0
963.0,31.5406,10.0,201.0,0.0,2.0,7.0,395.0,1.6158,596.0,5.64,7745.0,5.0,21.55,88.24,117.90878504672898,2.0,15.0
962.0,37.0778,11.0,175.0,0.0,4.0,9.0,340.0,1.868,515.0,4.88,7399.0,5.0,23.94,100.0,138.75268191268194,0.0,24.0
1074.0,42.1934,6.0,179.0,0.0,4.0,11.0,409.0,1.8265,588.0,6.32,8598.0,7.0,26.2,100.0,141.4303910614525,0.0,36.0
646.0,25.262,3.0,144.0,0.0,3.0,4.0,227.0,1.7412,371.0,4.61,6591.0,1.0,26.19,94.12,140.77894736842106,1.0,16.0
743.0,28.3296,4.0,127.0,0.0,0.0,1.0,194.0,2.3146,321.0,5.42,7357.0,1.0,25.68,87.5,137.26320323014804,1.0,7.0
659.0,26.9712,5.0,129.0,0.0,0.0,3.0,188.0,2.0789,317.0,4.09,7330.0,3.0,27.9,100.0,147.33887708649468,0.0,14.0
714.0,26.1006,7.0,142.0,0.0,2.0,6.0,217.0,1.9889,359.0,5.75,6103.0,4.0,24.71,100.0,131.59966386554623,0.0,10.0
898.0,33.0907,3.0,166.0,1.0,4.0,5.0,378.0,1.6507,544.0,5.37,6742.0,1.0,24.98,100.0,132.6575946547884,0.0,16.0
968.0,38.3941,11.0,170.0,2.0,2.0,7.0,364.0,1.8127,534.0,5.44,8139.0,5.0,27.01,100.0,142.78797520661158,0.0,18.0
986.0,39.4814,6.0,170.0,1.0,2.0,8.0,365.0,1.843,535.0,5.5,8363.0,6.0,26.01,90.48,144.15115618661258,2.0,19.0
801.0,31.6865,6.0,169.0,1.0,2.0,3.0,296.0,1.7226,465.0,5.67,5928.0,1.0,26.96,90.91,142.41123595505618,2.0,20.0
603.0,22.6169,2.0,126.0,0.0,1.0,3.0,175.0,2.0033,301.0,4.58,5980.0,2.0,26.7,91.67,135.02626865671644,1.0,11.0
565.0,23.9452,3.0,127.0,0.0,1.0,4.0,183.0,1.8226,310.0,4.44,4659.0,3.0,28.01,100.0,152.57118584070795,0.0,5.0
655.0,24.5032,7.0,138.0,1.0,4.0,4.0,223.0,1.8144,361.0,4.82,6726.0,0.0,25.35,100.0,134.67407633587786,0.0,13.0
855.0,32.2653,5.0,184.0,1.0,2.0,5.0,309.0,1.7343,493.0,5.63,6692.0,3.0,25.57,92.86,135.85389473684214,1.0,13.0
1016.0,38.5122,8.0,202.0,1.0,2.0,4.0,353.0,1.8306,555.0,6.91,7237.0,2.0,25.5,100.0,136.46055118110237,0.0,10.0
943.0,33.7537,6.0,191.0,1.0,3.0,4.0,362.0,1.7052,553.0,5.03,9124.0,1.0,23.22,85.71,128.8582396606575,2.0,12.0
964.0,36.5625,8.0,202.0,1.0,2.0,6.0,333.0,1.8019,535.0,5.41,8815.0,4.0,25.74,94.74,136.54045643153526,1.0,18.0
795.0,32.1389,0.0,172.0,0.0,1.0,4.0,343.0,1.5437,515.0,5.75,6771.0,3.0,26.05,91.67,145.53464150943395,1.0,11.0
600.0,22.6816,0.0,140.0,0.0,0.0,1.0,176.0,1.8987,316.0,4.71,5990.0,1.0,25.66,90.91,136.0896,1.0,10.0
601.0,21.7932,4.0,134.0,0.0,4.0,4.0,203.0,1.7834,337.0,6.36,4452.0,0.0,24.6,100.0,130.54163061564057,0.0,11.0
717.0,25.3614,4.0,173.0,0.0,1.0,5.0,278.0,1.5898,451.0,4.91,5962.0,4.0,23.04,100.0,127.33757322175731,0.0,13.0
861.0,30.0104,2.0,199.0,0.0,1.0,3.0,307.0,1.7016,506.0,4.58,7600.0,2.0,23.23,91.67,125.47902439024391,1.0,11.0
1030.0,43.7335,10.0,183.0,2.0,4.0,11.0,358.0,1.9039,541.0,5.48,9145.0,7.0,28.14,86.67,152.8549514563107,2.0,13.0
1041.0,43.695,5.0,232.0,0.0,3.0,11.0,352.0,1.7825,584.0,6.18,8216.0,8.0,28.05,96.43,151.10662824207492,1.0,27.0
990.0,39.2339,9.0,195.0,1.0,5.0,8.0,350.0,1.8165,545.0,4.38,10003.0,3.0,25.36,70.0,142.66872727272727,3.0,7.0
592.0,21.1696,3.0,170.0,0.0,3.0,1.0,228.0,1.4874,398.0,4.12,6023.0,-2.0,23.06,100.0,128.73405405405404,0.0,7.0
645.0,23.4437,5.0,157.0,3.0,1.0,3.0,243.0,1.6125,400.0,5.19,5898.0,2.0,23.78,100.0,130.84855813953487,0.0,10.0
1014.0,35.2201,11.0,163.0,0.0,2.0,13.0,347.0,1.9882,510.0,5.96,8067.0,11.0,23.44,95.45,125.04177514792902,1.0,21.0
962.0,40.462,2.0,165.0,0.0,5.0,7.0,315.0,2.0042,480.0,5.31,8924.0,2.0,29.05,100.0,151.41704781704783,0.0,18.0
941.0,33.1723,9.0,173.0,1.0,4.0,11.0,368.0,1.7394,541.0,4.78,9609.0,7.0,24.39,100.0,126.90784272051009,0.0,22.0
1055.0,38.9776,8.0,218.0,0.0,6.0,3.0,365.0,1.8096,583.0,5.6,8303.0,-3.0,25.31,92.31,133.0041327014218,2.0,24.0
1179.0,43.7962,8.0,217.0,1.0,15.0,19.0,433.0,1.8138,650.0,5.3,9624.0,4.0,25.33,93.75,133.72885496183207,1.0,15.0
722.0,26.5902,2.0,136.0,1.0,4.0,3.0,236.0,1.9409,372.0,4.32,7078.0,-1.0,25.19,77.78,132.58271468144045,2.0,7.0
748.0,28.7644,4.0,163.0,0.0,4.0,8.0,282.0,1.6809,445.0,5.19,5931.0,4.0,26.25,100.0,138.43828877005348,0.0,10.0
1064.0,38.6076,3.0,190.0,0.0,0.0,7.0,406.0,1.7852,596.0,5.75,8887.0,7.0,24.3,91.67,130.62721804511276,1.0,11.0
1067.0,37.6271,5.0,195.0,0.0,1.0,8.0,401.0,1.7903,596.0,6.46,7936.0,7.0,24.41,100.0,126.9517900656045,0.0,53.0
1176.0,45.6936,3.0,202.0,2.0,2.0,8.0,430.0,1.8608,632.0,5.89,9681.0,6.0,26.65,95.0,139.8783673469388,2.0,38.0
1152.0,44.4725,5.0,218.0,1.0,2.0,11.0,384.0,1.9136,602.0,6.41,8108.0,9.0,26.16,89.47,138.9765625,2.0,17.0
1294.0,43.2791,5.0,215.0,2.0,5.0,8.0,445.0,1.9606,660.0,4.9,12265.0,3.0,23.17,96.3,120.40553323029367,1.0,26.0
599.0,23.8778,2.0,135.0,1.0,1.0,5.0,215.0,1.7114,350.0,4.81,5173.0,4.0,26.76,72.73,143.50597662771287,3.0,8.0
770.0,30.9941,1.0,134.0,0.0,2.0,3.0,245.0,2.0317,379.0,4.66,8683.0,1.0,27.01,100.0,144.90748051948052,0.0,8.0
1002.0,42.0716,4.0,161.0,0.0,6.0,7.0,353.0,1.9494,514.0,5.1,9501.0,1.0,28.83,89.47,151.1554491017964,2.0,17.0
929.0,32.4862,4.0,167.0,1.0,4.0,5.0,316.0,1.9234,483.0,5.89,6313.0,1.0,23.47,92.31,125.88839612486544,1.0,12.0
1042.0,38.0499,10.0,172.0,0.0,7.0,9.0,373.0,1.9119,545.0,5.36,9014.0,2.0,24.77,89.66,131.4583877159309,3.0,26.0
991.0,37.6917,5.0,167.0,0.0,2.0,10.0,374.0,1.8318,541.0,5.9,7910.0,8.0,25.66,100.0,136.92242179616548,0.0,10.0
1005.0,40.9953,4.0,175.0,0.0,3.0,10.0,357.0,1.8891,532.0,6.13,7672.0,7.0,27.53,88.89,146.84883582089552,2.0,16.0
549.0,21.8643,2.0,117.0,0.0,3.0,2.0,198.0,1.7429,315.0,4.15,5644.0,-1.0,27.75,80.0,143.37245901639344,1.0,4.0
681.0,30.2946,2.0,136.0,0.0,1.0,0.0,216.0,1.9347,352.0,5.59,5577.0,-1.0,30.93,100.0,160.1476651982379,0.0,15.0
974.0,39.4248,12.0,170.0,1.0,3.0,8.0,354.0,1.8588,524.0,4.57,10106.0,5.0,26.31,87.5,145.71794661190964,3.0,21.0
1025.0,40.3216,9.0,207.0,0.0,4.0,10.0,322.0,1.9376,529.0,4.53,10432.0,6.0,26.43,88.89,141.61732682926828,2.0,16.0
988.0,38.6149,5.0,175.0,0.0,2.0,6.0,337.0,1.9297,512.0,5.99,8008.0,4.0,26.84,100.0,140.70206477732793,0.0,8.0
1003.0,35.6621,5.0,188.0,1.0,1.0,4.0,358.0,1.837,546.0,6.38,7356.0,3.0,25.03,106.25,127.99956131605185,-1.0,17.0
963.0,38.932,5.0,163.0,1.0,4.0,9.0,316.0,2.0104,479.0,5.25,9364.0,5.0,27.4,90.48,145.54018691588786,2.0,19.0
591.0,25.2729,5.0,108.0,1.0,2.0,2.0,181.0,2.045,289.0,4.82,4297.0,0.0,30.93,100.0,153.94659898477158,0.0,9.0
556.0,18.8629,3.0,92.0,0.0,4.0,5.0,208.0,1.8533,300.0,4.24,5660.0,1.0,23.54,100.0,122.13388489208633,0.0,4.0
708.0,26.3218,1.0,151.0,2.0,5.0,3.0,274.0,1.6659,425.0,4.45,7826.0,-2.0,24.95,80.0,133.83966101694915,2.0,8.0
904.0,39.513,2.0,151.0,0.0,2.0,3.0,312.0,1.9525,463.0,7.15,6828.0,1.0,30.91,91.67,157.35265486725663,1.0,11.0
999.0,37.7096,5.0,156.0,0.0,5.0,5.0,355.0,1.955,511.0,5.83,8870.0,0.0,25.91,90.48,135.89045045045046,2.0,19.0
801.0,32.868,8.0,146.0,0.0,2.0,5.0,340.0,1.6481,486.0,6.63,5955.0,3.0,26.45,92.86,147.72134831460676,1.0,13.0
826.0,31.4693,0.0,146.0,0.0,2.0,7.0,346.0,1.6789,492.0,4.75,7742.0,5.0,25.6,91.67,137.15433414043582,1.0,11.0
662.0,24.8536,2.0,121.0,1.0,3.0,4.0,193.0,2.1083,314.0,4.07,6150.0,1.0,26.27,100.0,135.15552870090636,0.0,7.0
530.0,20.4714,14.0,103.0,0.0,2.0,3.0,201.0,1.7434,304.0,3.85,6728.0,1.0,25.5,100.0,139.0510188679245,0.0,7.0
678.0,24.6296,4.0,114.0,0.0,4.0,3.0,286.0,1.695,400.0,5.72,5212.0,-1.0,25.08,100.0,130.77663716814158,0.0,12.0
732.0,29.942,4.0,125.0,0.0,3.0,9.0,295.0,1.7429,420.0,3.45,9278.0,6.0,27.64,100.0,147.25573770491803,0.0,15.0
698.0,29.0974,6.0,114.0,1.0,2.0,7.0,265.0,1.8417,379.0,4.28,7831.0,5.0,28.57,100.0,150.07255014326648,0.0,12.0
477.0,23.3026,4.0,83.0,0.0,4.0,4.0,163.0,1.939,246.0,5.27,4210.0,0.0,32.56,100.0,175.86867924528303,0.0,11.0
621.0,21.5758,4.0,102.0,0.0,3.0,3.0,183.0,2.1789,285.0,5.47,4989.0,0.0,25.13,100.0,125.07710144927537,0.0,6.0
430.0,15.2631,3.0,81.0,0.0,4.0,3.0,147.0,1.886,228.0,5.25,3274.0,-1.0,24.67,100.0,127.7840930232558,0.0,5.0
523.0,15.7283,3.0,95.0,0.0,2.0,1.0,169.0,1.9811,264.0,5.92,4090.0,-1.0,22.37,100.0,108.2636328871893,0.0,6.0
704.0,20.538,4.0,112.0,0.0,6.0,7.0,253.0,1.9288,365.0,5.64,5782.0,1.0,20.59,75.0,105.02386363636364,1.0,3.0
891.0,26.7983,5.0,148.0,2.0,1.0,7.0,250.0,2.2387,398.0,6.8,7144.0,6.0,21.07,100.0,108.2759595959596,0.0,7.0
717.0,25.4646,8.0,125.0,1.0,5.0,4.0,266.0,1.8338,391.0,6.09,6597.0,-1.0,24.99,90.0,127.85573221757322,1.0,9.0
927.0,28.0736,4.0,135.0,0.0,3.0,8.0,248.0,2.4204,383.0,5.87,9755.0,5.0,22.7,90.0,109.02368932038834,1.0,9.0
684.0,25.7936,3.0,154.0,0.0,4.0,2.0,238.0,1.7449,392.0,4.61,7199.0,-2.0,25.57,85.71,135.75578947368422,2.0,12.0
506.0,18.3662,4.0,96.0,0.0,2.0,3.0,154.0,2.024,250.0,5.17,4627.0,1.0,25.88,94.44,130.6686166007905,1.0,17.0
420.0,17.1398,3.0,92.0,0.0,2.0,4.0,148.0,1.75,240.0,4.25,4616.0,2.0,28.01,83.33,146.91257142857145,1.0,5.0
576.0,21.3007,2.0,146.0,1.0,2.0,3.0,197.0,1.6793,343.0,4.45,5912.0,1.0,24.95,100.0,133.12937499999998,0.0,11.0
783.0,31.6825,5.0,154.0,1.0,0.0,4.0,293.0,1.7517,447.0,6.11,5858.0,4.0,27.64,81.82,145.66666666666666,2.0,9.0
657.0,27.3147,4.0,118.0,0.0,5.0,2.0,213.0,1.9849,331.0,4.97,5174.0,-3.0,30.5,94.44,149.6695890410959,1.0,17.0
732.0,33.2268,7.0,164.0,0.0,0.0,6.0,296.0,1.5913,460.0,5.45,6075.0,6.0,31.47,88.89,163.4104918032787,2.0,16.0
797.0,35.3677,7.0,142.0,0.0,4.0,5.0,329.0,1.6921,471.0,5.51,7242.0,1.0,30.32,100.0,159.75372647427855,0.0,10.0
606.0,28.3187,3.0,131.0,0.0,5.0,6.0,207.0,1.7929,338.0,4.95,6308.0,1.0,31.5,100.0,168.229900990099,0.0,8.0
659.0,26.8933,0.0,128.0,0.0,5.0,7.0,199.0,2.0153,327.0,5.28,7096.0,2.0,30.65,100.0,146.91332321699545,0.0,14.0
703.0,25.3278,7.0,132.0,0.0,3.0,1.0,310.0,1.5905,442.0,5.45,5967.0,-2.0,23.24,100.0,129.70139402560454,0.0,17.0
789.0,33.4098,7.0,142.0,0.0,4.0,6.0,349.0,1.6069,491.0,4.01,8627.0,2.0,28.53,100.0,152.44015209125473,0.0,16.0
647.0,23.0601,9.0,131.0,0.0,4.0,9.0,271.0,1.6095,402.0,3.98,7379.0,5.0,24.85,90.91,128.30967542503865,1.0,10.0
707.0,29.9436,3.0,134.0,0.0,2.0,4.0,303.0,1.6178,437.0,6.11,4586.0,2.0,28.7,85.71,152.4709476661952,1.0,6.0
825.0,41.3796,3.0,102.0,1.0,3.0,6.0,320.0,1.955,422.0,4.66,8023.0,3.0,35.99,95.45,180.5655272727273,1.0,21.0
509.0,25.2814,1.0,100.0,0.0,1.0,5.0,197.0,1.7138,297.0,4.68,4787.0,4.0,34.53,100.0,178.80754420432223,0.0,13.0
518.0,22.0187,2.0,84.0,0.0,3.0,6.0,224.0,1.6818,308.0,4.11,5663.0,3.0,29.94,92.31,153.02571428571426,1.0,12.0
685.0,30.9614,1.0,115.0,0.0,3.0,8.0,275.0,1.7564,390.0,5.17,5847.0,5.0,32.25,85.71,162.71684671532847,2.0,12.0
702.0,29.4701,3.0,111.0,0.0,2.0,8.0,267.0,1.8571,378.0,4.97,6193.0,6.0,29.66,100.0,151.12871794871796,0.0,12.0
663.0,29.2652,0.0,124.0,0.0,1.0,6.0,268.0,1.6913,392.0,5.28,4927.0,5.0,31.17,88.89,158.9060633484163,1.0,8.0
629.0,24.1375,5.0,109.0,0.0,4.0,3.0,226.0,1.8776,335.0,5.21,5699.0,-1.0,26.53,100.0,138.14785373608902,0.0,12.0
609.0,27.5144,2.0,110.0,1.0,4.0,4.0,213.0,1.8854,323.0,4.78,5813.0,0.0,33.35,100.0,162.64669950738914,0.0,12.0
433.0,20.0328,2.0,70.0,0.0,2.0,5.0,142.0,2.0425,212.0,4.39,4398.0,3.0,33.72,100.0,166.5544572748268,0.0,8.0
490.0,26.0227,2.0,84.0,1.0,6.0,10.0,192.0,1.7754,276.0,4.56,4518.0,4.0,34.61,92.31,191.18718367346938,1.0,12.0
692.0,32.3838,5.0,105.0,0.0,3.0,9.0,269.0,1.8503,374.0,4.78,6380.0,6.0,32.84,100.0,168.4706358381503,0.0,23.0
